ID	Kanton (Canton)	Anstalt (institution)	Ort (city)	Anstaltszweck (Quelle)	Anstaltstypen: Arbeitsanstalt = 1; Arbeiterkolonie = 2; Erziehungsanstalt = 3; Trinkerheilanstalt = 4; Strafanstalt = 5; Psychiatrische Einrichtung = 6; Armenhaus = 7; Sonderanstalt = 8	Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8	Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8	Spezifikation Inhaber (Quelle) (specifications of the agencies according to source)	Trägerschaft (agencies, funding bodies)	Platzzahl (Quelle) (capacities according to source)	Platz (capacities)	Plätze Männer (Quelle) (capacities for the male gender according to source)	Plätze Frauen (Quelle) (capacities for the female gender according to the source)	Bemerkungen Plätze (Quelle) (remarks concerning capacities according to source)	Geschlecht (gender ratio): m (male) = 1; w (female) = 2; gemischt (both gender) = 3; unbestimmt (not specified) = 4	Beschäftigung (types of forced labour)	Aufenthaltsbedingungen (Quelle) (terms of detention e.g. duration of stay/juridic coverage according to source)	Einweisende Behörden: 1 = Gerichte, 2 = Untersuchungsrichter, 3 = Staatsanwaltschaft, 4 = Jugendanwaltschaft, 5 = Regierungsrat, 6 = Administrativbehörde, 7 = Justizbehörde/Strafvollzugsbehörde, 8 = Polizeibehörde/Verhöramt, 9 = Armenbehörde/Fürsorgebehörde, 10 = Vormundschaftsbehörde, 11 = Bezirksämter/Statthalteramt, 12 = Amtsvormundschaft, 13 = Jugendämter, 14 = Private/Vereine/Kirchen- und Schulbehörden	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Konfession (denomination according to source)	Konfession (denomination): prot. (Protestants) = 1; kath. (Catholics) = 2; ik. (interdenominational) = 3; unbestimmt (not specified) = 4	Seelsorge (Quelle) (pastoral care according to source)	Gottesdienste (church services according to source)
SG17	St. Gallen	Bezirksgefängnis Oberrheintal	Altstätten	Untersuchungshaft für Kriminalstrafsachen, Untersuchungshaft für Strafsachen des Kantonsgerichts, Untersuchungshaft für Strafsachen der Bezirksgerichte	5				1	10	1			Männer und Frauen	3	Keine oder nur beschränkte Beschäftigungsmöglichkeit	Nach Haftbfehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 2 Monat	2	7	8	11			Untersuchungsrichter	Bezirksamt	Polizeibehörde	Bezirksamt als Strafvollzugsbehörde							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
SG18	St. Gallen	Bezirksgefängnis Alttoggenburg	Bazenheid	Untersuchungshaft für Kriminalstrafsachen, Untersuchungshaft für Strafsachen des Kantonsgerichts, Untersuchungshaft für Strafsachen der Bezirksgerichte	5				1	6	1			Männer und Frauen	3	Keine oder nur beschränkte Beschäftigungsmöglichkeit	Nach Haftbfehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 2 Monat	2	7	8	11			Untersuchungsrichter	Bezirksamt	Polizeibehörde	Bezirksamt als Strafvollzugsbehörde							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
SG19	St. Gallen	Bezirksgefängnis Gaster	Benken	Untersuchungshaft für Kriminalstrafsachen, Untersuchungshaft für Strafsachen des Kantonsgerichts, Untersuchungshaft für Strafsachen der Bezirksgerichte	5				1	4	1			Männer und Frauen	3	Keine oder nur beschränkte Beschäftigungsmöglichkeit	Nach Haftbfehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 2 Monat	2	7	8	11			Untersuchungsrichter	Bezirksamt	Polizeibehörde	Bezirksamt als Strafvollzugsbehörde							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
SG20	St. Gallen	Bezirksgefängnis Werdenberg	Buchs	Untersuchungshaft für Kriminalstrafsachen, Untersuchungshaft für Strafsachen des Kantonsgerichts, Untersuchungshaft für Strafsachen der Bezirksgerichte	5				1	12	1			Männer und Frauen	3	Keine oder nur beschränkte Beschäftigungsmöglichkeit	Nach Haftbfehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 2 Monat	2	7	8	11			Untersuchungsrichter	Bezirksamt	Polizeibehörde	Bezirksamt als Strafvollzugsbehörde							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
SG21	St. Gallen	Bezirksgefängnis Untertoggenburg	Flawil	Untersuchungshaft für Kriminalstrafsachen, Untersuchungshaft für Strafsachen des Kantonsgerichts, Untersuchungshaft für Strafsachen der Bezirksgerichte	5				1	7	1			Männer und Frauen	3	Keine oder nur beschränkte Beschäftigungsmöglichkeit	Nach Haftbfehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 2 Monat	2	7	8	11			Untersuchungsrichter	Bezirksamt	Polizeibehörde	Bezirksamt als Strafvollzugsbehörde							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
SG22	St. Gallen	Bezirksgefängnis Sargans	Flums	Untersuchungshaft für Kriminalstrafsachen, Untersuchungshaft für Strafsachen des Kantonsgerichts, Untersuchungshaft für Strafsachen der Bezirksgerichte	5				1	8	1			Männer und Frauen	3	Keine oder nur beschränkte Beschäftigungsmöglichkeit	Nach Haftbfehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 2 Monat	2	7	8	11			Untersuchungsrichter	Bezirksamt	Polizeibehörde	Bezirksamt als Strafvollzugsbehörde							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
SG23	St. Gallen	Bezirksgefängnis Gossau	Gossau	Untersuchungshaft für Kriminalstrafsachen, Untersuchungshaft für Strafsachen des Kantonsgerichts, Untersuchungshaft für Strafsachen der Bezirksgerichte	5				1	10	1			Männer und Frauen	3	Keine oder nur beschränkte Beschäftigungsmöglichkeit	Nach Haftbfehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 2 Monat	2	7	8	11			Untersuchungsrichter	Bezirksamt	Polizeibehörde	Bezirksamt als Strafvollzugsbehörde							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
SG24	St. Gallen	Bezirksgefängnis Neutoggenburg	Lichtensteig	Untersuchungshaft für Kriminalstrafsachen, Untersuchungshaft für Strafsachen des Kantonsgerichts, Untersuchungshaft für Strafsachen der Bezirksgerichte	5				1	7	1			Männer und Frauen	3	Keine oder nur beschränkte Beschäftigungsmöglichkeit	Nach Haftbfehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 2 Monat	2	7	8	11			Untersuchungsrichter	Bezirksamt	Polizeibehörde	Bezirksamt als Strafvollzugsbehörde							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
SG25	St. Gallen	Bezirksgefängnis Obertoggenburg	Nesslau	Untersuchungshaft für Kriminalstrafsachen, Untersuchungshaft für Strafsachen des Kantonsgerichts, Untersuchungshaft für Strafsachen der Bezirksgerichte	5				1	6	1			Männer und Frauen	3	Keine oder nur beschränkte Beschäftigungsmöglichkeit	Nach Haftbfehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 2 Monat	2	7	8	11			Untersuchungsrichter	Bezirksamt	Polizeibehörde	Bezirksamt als Strafvollzugsbehörde							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
SG26	St. Gallen	Bezirksgefängnis Unterrheintal	Rheineck	Untersuchungshaft für Kriminalstrafsachen, Untersuchungshaft für Strafsachen des Kantonsgerichts, Untersuchungshaft für Strafsachen der Bezirksgerichte	5				1	8	1			Männer und Frauen	3	Keine oder nur beschränkte Beschäftigungsmöglichkeit	Nach Haftbfehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 2 Monat	2	7	8	11			Untersuchungsrichter	Bezirksamt	Polizeibehörde	Bezirksamt als Strafvollzugsbehörde							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
SG27	St. Gallen	Bezirksgefängnis Rorschach	Rorschach	Untersuchungshaft für Kriminalstrafsachen, Untersuchungshaft für Strafsachen des Kantonsgerichts, Untersuchungshaft für Strafsachen der Bezirksgerichte	5				1	13	1			Männer und Frauen	3	Keine oder nur beschränkte Beschäftigungsmöglichkeit	Nach Haftbfehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 2 Monat	2	7	8	11			Untersuchungsrichter	Bezirksamt	Polizeibehörde	Bezirksamt als Strafvollzugsbehörde							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
SG28	St. Gallen	Bezirksgefängnis St. Gallen	St. Gallen	Untersuchungshaft für Kriminalstrafsachen, Untersuchungshaft für Strafsachen des Kantonsgerichts, Untersuchungshaft für Strafsachen der Bezirksgerichte	5				1	25	2			Männer und Frauen	3	Keine oder nur beschränkte Beschäftigungsmöglichkeit	Nach Haftbfehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 2 Monat	2	7	8	11			Untersuchungsrichter	Bezirksamt	Polizeibehörde	Bezirksamt als Strafvollzugsbehörde							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
SG29	St. Gallen	Bezirksgefängnis See	Uznach	Untersuchungshaft für Kriminalstrafsachen, Untersuchungshaft für Strafsachen des Kantonsgerichts, Untersuchungshaft für Strafsachen der Bezirksgerichte	5				1	6	1			Männer und Frauen	3	Keine oder nur beschränkte Beschäftigungsmöglichkeit	Nach Haftbfehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 2 Monat	2	7	8	11			Untersuchungsrichter	Bezirksamt	Polizeibehörde	Bezirksamt als Strafvollzugsbehörde							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
SG31	St. Gallen	Bezirksgefängnis Wil	Wil	Untersuchungshaft für Kriminalstrafsachen, Untersuchungshaft für Strafsachen des Kantonsgerichts, Untersuchungshaft für Strafsachen der Bezirksgerichte	5				1	7	1			Männer und Frauen	3	Keine oder nur beschränkte Beschäftigungsmöglichkeit	Nach Haftbfehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 2 Monat	2	7	8	11			Untersuchungsrichter	Bezirksamt	Polizeibehörde	Bezirksamt als Strafvollzugsbehörde							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
SG32	St. Gallen	Kantonales Untersuchungsgefängnis	St. Gallen	Untersuchungshaft für Kriminalstrafsachen, Untersuchungshaft für Strafsachen des Kantonsgerichts, Untersuchungshaft für Strafsachen der Bezirksgerichte	5				1	14	1	12	2		3	Kartonnagearbeiten in Einzelhaft	Nach Haftbefehl	3	6	8	11			Staatsanwaltschaft	Bezirksämter	Polizeikommando	Eidgenössische Zollverwaltung							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
SH01	Schaffhausen	Kantonales Gefängnis Schaffhausen	Schaffhausen	Untersuchungshaft, Vollzug von Polizei- und Haftstrafen, Vollzug von Gefängnisstrafen bis zu 6 Monaten	5				1	42	2	36	6		3	Holz- und Papierwarenverarbeitung, Lingerie, Haus- und Küchendienst, Verrichtung von Arbeiten im kantonalen Zeughaus und bei geeigneten Gewerbetreibenden in der Stadt	Nach Haftbefehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 6 Monate	1	3	7	8			Verhöramt	Staatsanwaltschaft	Polizeikommando	Gerichte	Polizeidirektion Schaffhausen als Strafvollzugsbehörde						interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: jeden Sonntag im Haus, kath.: kein Gottesdienst
SH02	Schaffhausen	Evangelisches Erziehungsheim Friedeck	Buch bei Ramsen	Erziehung verwahrloster, schwererziehbarer normalintelligenter Knaben	3			Friedeckerverein Buch, Buch bei Ramsen	2	35	2	35		Knaben	1	Heim-Primarschule, Möglichkeit zum Besuch der Sekundarschule, sinnvolle Freizeitgestaltung, ab 5. Primarklasse Mithilfe in der Landwirtschaft	Mindestalter: 6 Jahre, Höchstalter: 15 Jahre, Mindestaufenthalt: 2 Jahre, möglichst bis zur Konfirmation	4	9	10	13			Jugendanwaltschaften	Jugendämter	Vormundschaftsbehörden	Fürsorgeämter							protestantisch	1	Prot.: Ortspfarrer	Prot.: Besuch der Gemeindegottesdienste im Ort, Unterweisungs- und Konfirmandenunterricht im Ort, Sonntagsschule für die Kleineren im Heim
SH03	Schaffhausen	Töchterinstitut Steig	Schaffhausen	Erziehung und Beherbergung schulpflichtiger Mädchen	3			Verein für das Töchterinstitut Steig, Schaffhausen	2	12	1		12	Mädchen	2	Besuch der Schulen in der Stadt	Mindestalter: unter 14 Jahren, Aufenthalt bis Schulabschluss, eventuell bis zur Beendigung einer Lehre	9	10					Vormundschaftsbehörden	Waisenbehörden	Fürsorgeämter								protestantisch (ausnahmsweise werden auch Kinder anderer Konfessionen aufgenommen)	1	Prot.: Ortspfarrer, Teilnahme an Sonntagsschule, Kinderlehre und Konfirmandenunterricht obligatorisch	Prot.: Besuch der Gemeindegottesdienste in der Stadt obligatorisch
SO01	Solothurn	Arbeitsanstalt Schachen	Deitingen	Administrative Versorgungen	1				1	70	3	70			1	Landwirtschaft	Minimal 6 Monate	6	7	8	10			Departement des Innern Solothurn	Vormundschaftsbehörden	Polizeidepartement Solothurn als Strafvollzugsbehörde								interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot: Einmal monatlich, kath.: alle zwei Wochen
SO02	Solothurn	Strafanstalt Oberschöngrün	Solothurn	Gefängnis für erstmals Bestrafte, Zuchthaus für erstmals Bestrafte, nicht gemein- und fluchtgefährliche Gefangene	5				1	70	3	70			1	Gärtnerei, Landwirtschaft, Fremd-/Lohnarbeit	Nach Verfügung, Gefängnis ab 10 Tagen	7	8					Polizeidepartement Solothurn als Strafvollzugsbehörde	Strafvollzugsbehörden der Konkordatskantone									interkonfessionell	3	Prot.: Pfarrer von Lüsslingen, kath.: Pfarrer von Solothurn	Prot.: jeden zweiten Sonntag, kath.: jeden Sonntag
SO03	Solothurn	St. Theresiahaus Solothurn	Solothurn	Heim für berufliche Ausbildung für katholische schulentlassene Töchter. Vom Kanton benützte Anstalt für Massnahmenvollzug im Sinne von Art. 84, 90 und 91 StGB. In Verbindung mit Waldhöfli, Heim zur Ausbildung von bäuerlichen Hausgehilfinnen, in Rüttenen SO.	3				2	28	2			nur kath. weibl. Jugendliche	2			12	13	14				Jugendämter	Amtsvormundschaften	S.L.W.S.								katholisch	2	Kapuziner aus Kapzuinerkloster Solothurn im Nebenamt	Im Hause, Besuch obligatorisch, täglich, ausserdem Sonntags Gottesdientstbesuch in Solothurn
SO04	Solothurn	Bezirksgefängnis Balsthal	Balsthal	Untersuchungshaft, Vollzug von Polizeiarrest, Haftstrafen, Vollzug von Gefängnisstrafen	5				1	12	1			Männer und Frauen	3	Keine Beschäftigungsmöglichkeit	Nach Haftbefehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 10 Tage	2	6	7	8			Untersuchungsrichter	Administrativbehörde	Polizeiorgane	Strafvollzugsbehörde	Polizeidepartement Solothurn als Strafvollzugsbehörde						interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	prot: keine Gottesdienste, kath.: keine Gottesdienste
SO05	Solothurn	Bezirksgefängnis Breitenbach	Breitenbach	Untersuchungshaft, Vollzug von Polizeiarrest, Haftstrafen, Vollzug von Gefängnisstrafen	5				1	3	1			Männer und Frauen	3	Keine Beschäftigungsmöglichkeit	Nach Haftbefehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 10 Tage	2	6	7	8			Untersuchungsrichter	Administrativbehörde	Polizeiorgane	Strafvollzugsbehörde	Polizeidepartement Solothurn als Strafvollzugsbehörde						interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	prot: keine Gottesdienste, kath.: keine Gottesdienste
SO06	Solothurn	Bezirksgefängnis Dornach	Dornach	Untersuchungshaft, Vollzug von Polizeiarrest, Haftstrafen, Vollzug von Gefängnisstrafen	5				1	5	1			Männer und Frauen	3	Keine Beschäftigungsmöglichkeit	Nach Haftbefehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 10 Tage	2	6	7	8			Untersuchungsrichter	Administrativbehörde	Polizeiorgane	Strafvollzugsbehörde	Polizeidepartement Solothurn als Strafvollzugsbehörde						interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	prot: keine Gottesdienste, kath.: keine Gottesdienste
SO07	Solothurn	Bezirksgefängnis Olten	Olten	Untersuchungshaft, Vollzug von Polizeiarrest, Haftstrafen, Vollzug von Gefängnisstrafen	5				1	26	2			Männer und Frauen	3	Zellenbeschäftigung	Nach Haftbefehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 1 Monat	2	6	7	8			Untersuchungsrichter	Administrativbehörde	Polizeiorgane	Strafvollzugsbehörde	Polizeikommando Solothurn als Strafvollzugsbehörde						interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: Auf Wunsch Gottesdienstmöglichkeit, kath.: auf Wunsch Gottesdienstmöglichkeit
SO08	Solothurn	Untersuchungsgefängnis Solothurn	Solothurn	Untersuchungshaft, Vollzug von Polizeiarrest und Haftstrafen, Vollzug von Gefängnisstrafen bis 1 Monat	5				1	30	2	24	6		3	Keine Beschäftigungsmöglichkeit	Nach Haftbefehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 10 Tage	2	6	7	8			Untersuchungsrichter	Administrativbehörde	Polizeiorgane	Strafvollzugsbehörde	Polizeidepartement Solothurn als Strafvollzugsbehörde						interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
SZ01	Schwyz	Kantonale Zwangsarbeitsanstalt Kaltbach	Schwyz	Administrative Versorgung (Massnahmen nach kantonalem Recht)	1	5			1	60	3	45	15		3	Männer: Landwirtschaft, Brennholzverarbeitung; Frauen: Hauswirtschaft	Nach Vollzugsverfügung, minimal: 2 Monate, maximal: 2 Jahre	5	6	7				Regierungsrat des Kantons Schwyz	Strafvollzugsbehörden aus Konkordatskantonen	Gemeindebehörden								interkonfessionell	3	Prot.: Pfarrer von Brunnen, kath.: Kapuzinerpatres von Schwyz	Prot.: einmal monatlich im Haus, kath.: jeden Sonntag im Haus
SZ02	Schwyz	Gefängnis im Rathaus des Kantons Schwyz	Schwyz	Untersuchungshaft, ausschliesslich Untersuchungsgefängnis für Bezirk und Kanton Schwyz	5				1	12	1			Männer und Frauen	3	Keine Beschäftigungsmöglichkeit	Nach Haftbefehl	2	8					Untersuchungsrichter	Verhöramt									interkonfessionell	3	Prot.: Pfarrer von Brunnen, kath.: Kapuzinerkloster Schwyz	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
SZ03	Schwyz	Bezirksgefängnis Einsiedeln	Einsiedeln	a) Untersuchungsgefängnis; b) Vollzug kurzer Haft- und Gefängnisstrafen	5				1	2	1			Männer und Frauen	3	Keine Beschäftigungsmöglichkeit	Untersuchungshaft, Vollzug von Polizeiarrest- und kurzen Haftstrafen	2	8	11				Untersuchungsrichter	Verhöramt	Polizeiorgane	Bezirksamt							interkonfessionell	3	Prot.: auf Wunsch Ortspfarrer, kath.: auf Wunsch Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
SZ04	Schwyz	Bezirksgefängnis Höfe	Wollerau	a) Untersuchungsgefängnis; b) Vollzug von kurzen Haft- und Gefängnisstrafen	5				1	4	1			Männer und Frauen	3	Keine Beschäftigungsmöglichkeit	Untersuchungshaft, Vollzug von Polizeiarrest- und kurzen Haftstrafen	2	8	11				Untersuchungsrichter	Verhöramt	Polizeiorgane	Bezirksamt							interkonfessionell	3	Prot.: auf Wunsch Ortspfarrer, kath.: auf Wunsch Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
SZ05	Schwyz	Bezirksgefängnis Gersau	Gersau	a) Untersuchungsgefängnis; b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat	5				1	2	1			Männer und Frauen	3	Keine Beschäftigungsmöglichkeit	Untersuchungshaft, Vollzug von Polizeiarrest- und kurzen Haftstrafen	2	8	11				Untersuchungsrichter	Verhöramt	Polizeiorgane	Bezirksamt							interkonfessionell	3	Prot.: auf Wunsch Ortspfarrer, kath.: auf Wunsch Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
SZ06	Schwyz	Bezirksgefängnis Küssnacht am Rigi	Küssnacht am Rigi	a) Untersuchungsgefängnis; b) Vollzug von kurzen Haft- und Gefängnisstrafen	5				1	3	1							11						Bezirksamt	Bezirksammann									interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	
SZ07	Schwyz	Bezirksgefängnis der March	Lachen	a) Untersuchungsgefängnis; b) Vollzug kurzer Haft- und Gefängnisstrafen	5				1	7	1			Männer und Frauen	3	Keine Beschäftigungsmöglichkeit	Untersuchungshaft, Vollzug von Polizeiarrest- und kurzen Haftstrafen	2	8	11				Untersuchungsrichter	Verhöramt	Polizeiorgane	Bezirksamt							interkonfessionell	3	Prot.: auf Wunsch Ortspfarrer, kath.: auf Wunsch Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
TG01	Thurgau	Arbeitserziehungsanstalt Kalchrain	Hüttwilen	Arbeitserziehung, Nacherziehung Jugendlicher, Nacherziehung Administrativversorgter, Vollzug von Gefängnisstrafen an Insassen	1	3			1	100	4	80	20		3	Land- und Forstwirtschaft, Gärtnerei, Schmiede und Schreinerei für betriebseigene Arbeiten	Nach Vollzugsverfügung, minimal 1 Jahr	6	7	10				Strafvollzugsbehörden der Kantone der Vereinbarung Ostschweiz	Vormundschaftsbehörden	Administrativbehörden								interkonfessionell	3	Prot.: Pfarrer von Hüttwilen, kath.: Ortspfarrer	Prot.: Besuch des Gemeindegottesdienstes im Ort, kath.: Besuch des Gemeindegottesdienstes im Ort
TG02	Thurgau	Arbeiterkolonie Herdern	Herdern	Arbeitserziehung. Vom Kanton mitbenützte Anstalt für gerichtliche und administrative Einweisungen.	2			Inhaber: Verein der Arbeiterkolonie Herdern	2	75	3	75			1			7	9	10	14			Private	Schutzaufsichten	Armenbehörden	Vormundschaftsbehörden	Strafvollzugsbehörden						interkonfessionell	3	Reformierter Pfarrer aus Hüttwilen, katholischer Ortspfarrer, beide im Nebenamt	Einmal monatlich in der Kolonie freiwillig für beide Konfessionen, freiwilliger Besuch der Ortsgottesdienste
TG03	Thurgau	Straf- und Verwahrungsanstalt des Kantons Thurgau	Tobel	Gerichtliche und administrative Verwahrung	5				1	72	3	72			1	Landwirtschaft, Schreinerei, Weberei	Nach Vollzugsverfügung, minimal 2 Monate	8						Strafvollzugsbehörden der Kantone der Vereinbarung Ostschweiz										interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: jeden Sonntag, kath.: jeden Sonntag
TG04	Thurgau	Kantonalgefängnis Frauenfeld	Frauenfeld	Untersuchungshaft für kriminelle Strafuntersuchungen, Vollzug von Haftstrafen über 14 Tage, Vollzug von Gefängnisstrafen	5				1	20	2			Männer und Frauen	3	Falz- und Klebearbeiten (Herstellung von Papiersäcken)	Nach Haftbefehl, nach Vollzugsverfügung, maximal 2 Monate	7	8					Verhöramt des Kantons Thurgau	Strafvollzugsbehörde	Polizeidepartement als Strafvollzugsbehörde								interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
TG05	Thurgau	Heil- und Pflegeanstalt Littenheid	Sirnach	Vom Kanton benützte Anstalt für die Internierung von Unzurechnungsfähigen nach Art. 14/15 StGB.	6			Inhaber: Hans Schwyn-Müller, Littenheid-Sirnach	2	550	6			einige Plätze für Hospitalisierung nach Art. 14/15 StGB zur Verfügung	3	Beschäftigungstherapie, Landwirtschaft, Gärtnerei, sozusagen alle Handwerksbeschäftigungen	Nach Verfügung	6	7					Administrativbehörden	Strafvollzugsbehörden der Kantone der Vereinbarung Ostschweiz									interkonfessionell	3	Prot.: Methodistenprediger im Hauptamt, protestantischer Ortspfarrer, kath.: Ortspfarrer	Prot.: dreimal wöchentlich, kath.: einmal monatlich
