ID	Quelle (source)	Erhebungsjahr (survey year)	Kanton (Canton)	Ort (city)	Anstalt (institution)	"Anstaltstypen: Arbeitsanstalt = 1; Arbeiterkolonie = 2; Erziehungsanstalt = 3; Trinkerheilanstalt = 4; Strafanstalt = 5; Psychiatrische Einrichtung = 6; Armenhaus = 7; Sonderanstalt = 8"	"Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8"	"Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 9"	Träger (agencies, funding bodies)	"Trägerschaft (agencies): Staatlich (governmental funded) = 1; Privat (privately funded)= 2; gemischt (public-private mix) = 3; unbestimmbar (not specified) = 4"	Konfession (denomination)	"Konfession (denomination): prot. (Protestants) = 1; kath. (Catholics) = 2; ik = 3, unbestimmbar (not specified) = 4"	gegründet (founded in)	Zweck (purpose of the institution)	"Geschlecht Insassen (gender ratio): m (male) = 1; w (female) = 2; gemischt (both gender) = 3 "	Pl‰tze (capacities)	"Platzzahl (capacities): unter (below) 19 = 1; 20-49 = 2; 50-99 = 3; 100-149 = 4; 150-199 = 5; über (over) 200 = 6; unbestimmt (not specified) = 7"	Kategorie (categories as shown in the original sources)
SO01	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	So	Deitingen	Solothurnische kantonale Zwangsarbeitsanstalt Schachen	1				1		3	1886	Staatsanstalt. Neben dem Hauptbetrieb Schachen besitzt die Anstalt zwei Filialbetriebe. (…) Gründe der Einbringung: Arbeitsscheu, Trunksucht, liederliches Leben, Gemeindebelästigung und Famlienvernachlässigung. Der Antrag zur Einbringung in die Anstalt wird gestellt durch: Gemeindebehörden, Familienangehörige, Polizeiorgane. Administrative Verurteilungen durch Regierungsratbeschluss im Minimum für 6 Monate, für Rückfällige bis 24 Monate.	3	80	3	Arbeitsfürsorge, Arbeitserziehungsanstalten (Korrektionsanstalten)
SO01-a	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	So	Deitingen	Solothurnische kantonale Zwangsarbeitsanstalt Schachen, Frauenabteilung	1				1		3	1924	Frauenabteilung	2	20	2	Arbeitsfürsorge, Arbeitserziehungsanstalten (Korrektionsanstalten)
SO01-b	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	So	Gänsbrunnen	Solothurnische kantonale Zwangsarbeitsanstalt Schachen, Steinbruch in Gänsbrunnen	1				1		3	1927	Zwangsarbeit im Steinbruch. (…) Bei der Ausbeutung des gepachteten Steinbruchs werden unter zwei Aufsehern 18-20 Insassen beschäftigt. In der Nähe es Areals Wohnbaracke mit Küche	1	20	2	Arbeitsfürsorge, Arbeitserziehungsanstalten (Korrektionsanstalten)
SO03	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	So	Solothurn	St. Theresiahaus Steingruben Solothurn	3				2	rk	2		Fürsorgeerziehung Gefährdeter	2	25	2	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
SO09	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	So	Breitenbach	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SO10	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	So	Erschwil	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SO11	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	So	Fehren	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SZ11	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SZ	Feusisberg	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SO12	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	So	Himmelried	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SO13	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	So	Hofstetten	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SO14	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	So	Meltingen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SO15	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	So	Nunningen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SO16	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	So	Rodersdorf	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SO17	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	So	Witterwil	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SZ01	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SZ	Kaltbach	Zwangsarbeitsanstalt Kaltbach-Schwyz	1				1		3	1902	"Gegr. 1902 durch den Kanton, um die Detinierten durch strenge Arbeit und bessere Zucht wieder an ein tätiges, ehrbares Leben zu gewöhnen. (…) In die Arbeitsanstalt können versetzt werden: a) bevormundete oder der elterlichen Gewalt unterworfene Personen, welche sich den Weisungen ihrer Eltern, Vormünder und Aufsichtsbehörden beharrlich widersetzen; b) Eltern, welche ihre Kinder böswillig verlassen oder sie durch müssiges, leichtsinniges, liederliches Leben in hilflosen Zustand versetzen und dadurch der Fürsorge der unterstützungspflichtigen Verwandten oder der Gemeinde anheimgeben, oder welche, wiewohl eine angemessene Beitragsleistung an die Unterstützungskosten in ihren Kräften läge, solche hartnächkig verweigern; c) Eltern oder Pflegeeltern, welche ihre Pflichten gegen ihre Kinder oder andere, unter ihrer Aufsicht stehende Personen in fortgesetzter Weise und nach vorgängiger Mahnung nicht erfüllen, diese vernachlässigen, zu Diebstahl, Frevel oder zum Bettel anhalten oder davon abzuhalten unterlassen; d) Personen, welche sich fortgesetzt dem Müssiggange, der Trunkenheit oder auf andere Art einem liederlichen Lebenswandel ergeben, und infolgedessen arbeitslos und unterstützungsbedürftig werden oder öffentliches Ärgernis erregen; e) gewerbsmässige Bettler, sowie Landstreicher, welche der öffentlichen Wohltätigkeit zur Last fallen oder ihr anheimzufallen drohen."	3	80	3	Arbeitsfürsorge, Arbeitserziehungsanstalten (Korrektionsanstalten)
SZ09	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SZ	Altendorf	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SZ10	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SZ	Arth	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SZ12	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SZ	Freienbach	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SZ13	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SZ	Galgenen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SZ14	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SZ	Gersau	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SZ15	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SZ	Ingenbohl	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SZ16	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SZ	Küssnacht	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SZ17	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SZ	Lachen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SZ18	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SZ	Reichenburg	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SZ19	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SZ	Schübelbach	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SZ20	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SZ	Schwyz	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SZ21	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SZ	Steinen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SZ22	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SZ	Tuggen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SZ23	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SZ	Unteriberg	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SZ24	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SZ	Wangen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SZ25	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SZ	Wollerau	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SZ26	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SZ	Einsiedeln	Armenhaus des Bezirks Einsiedeln	7			k	1	rk	2	1906	164 Insassen, die in der Landwirtschaft (Männer) und mit Weben, Spinnen und Spulen, sowie Hausgeschäften (Frauen) beschäftigt werden.	3	164	5	Armenfürsorge, Armenanstalten
SZ27	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SZ	Einsiedeln	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
TG01	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	TG	Hüttwilen	Thurgauische Zwangsarbeitsanstalt Kalchrain bei Hüttwilen	1	3			1		3	1851	Staatsanstalt. Arbeitsfähige, aber einem liederlichen, ausschweifenden oder arbeitsscheuen Lebenswandel sich ergebende und ihrer Heimatgemeinde zur Last fallende Personen zu strenger Arbeit anzuhalten und womöglich wieder an ein tätiges Leben zu gewöhnen. Die Anstalt zerfällt in zwei getrennte Abteilungen für Männer und Weiber.	3	120	4	Arbeitsfürsorge, Arbeitserziehungsanstalten (Korrektionsanstalten)
TG02	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	TG	Herdern	Arbeiterkolonie Herdern	2			pr	2	ik	3	1895	Raum für ca. 110 Personen, die mit Landwirtschaft, Handwerk und industrieller Arbeit beschäftigt werden. Eintretende werden täglich aufgenommen. Die Anstalt dient als Zufluchtsstätte für zeitweilig ohne Verschuldung arbeitslos gewordene Männer, sodann als Stätte der Wiedergewöhnung an ein geordnetes Leben der Arbeit für solche, die von der Gefahr des Versinkens in Müssiggang und Stromertum bedroht sind und endlich auch als Vermittlung des Rücktrittes entlassener Strafgefangener in die bürgerliche Gesellschaft.	1	110	4	Arbeitsfürsorge, Arbeitskolonien
TG06	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	TG	Münsterlingen	Irrenheilanstalt Münsterlingen	6			st	1	ik	3	1839	Die Anstalt kann z.Z. 560 Kranke verpflegen, soll aber noch weiter ausgebaut werden.	3	560	6	Kranke, Fürsorge für Geisteskranke
TI01	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	TI	Mendrisio	Casa per intemperanti La Valletta Mendrisio	1	4		st	1	rk	2	1932	Fondata nel 1932 dallo Stato. Verranno ricoverati gli alcoolizzati e le persone che per le loro condizioni e la loro condotta devono subire una cura di educazione al lavoro.	1	70	3	Kranke, Heilstätten für Alkoholkranke
TI02	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	TI	Riva San Vitale	Instituto Discoli Riva San Vitale	3				4	rk	2		Correzione e rieducazione die giovanetti di carattere difficile	3	90	3	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
UR02	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	UR	Altdorf	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
UR03	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	UR	Attinghausen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
UR04	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	UR	Bürglen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
UR05	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	UR	Flüelen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
UR06	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	UR	Schattdorf	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
UR07	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	UR	Seedorf	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
VD01	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	VD	Lausanne	Béthesda, asile de la Suisse Romande pour femmes victimes de la boisson, Bellevaux-Lausanne	4			pr	2	prot	1	1899	Toute pensionnaire s'occupe selon ses forces et ses aptitudes aux travaux qui lui seront assignés par la directrice (réfection des matelas, travaux de couture ou du ménage).	2	20	2	Kranke, Heilstätten für Alkoholkranke
VD02	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	VD	Rolle	La Colonie pénitentiaire de Rolle	1	4	5	st	1	ik	3		"Reçoit: 1. les condamnés à la réclusion où à l'emprisonnement pour plus de 15 jours; 2. les alcooliques femmes soumises à l'internement par décision du Conseil d'Etat. (…) Reçoit des malades curables (alcooliques), soumis à l'internement par décision du Conseil d'Etat."	2	50	3	Arbeitsfürsorge, Arbeitserziehungsanstalten (Korrektionsanstalten)
VD04-a	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	VD	Orbe	La Colonie de l'Orbe	4	5		c	1	ic	3	?	Reçoit les condamnés à l'internement et les condamnés à un emprisonnement pour plus de trois mois. Elle peut recevoir, à titre de colon volontaire, les détenus libérés qui manqueraient de travail et moyennant autorisation du Conseil d'Etat, des condamnés à l'internement d'autres cantons.	3	280	6	Arbeitsfürsorge, Arbeitserziehungsanstalten (Korrektionsanstalten)
VD04-b	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	VD	Orbe	La Colonie de détention et d'internement de la plaine de l'Orbe	2				1		3		Elle reçoit aussi des colons volontaires, qui mangeraient de travail.	1		7	Arbeitsfürsorge, Arbeitskolonien
VD05	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	VD	Vevey	Le Phare Armée du Salut	3				2	prot	1		Maison de rééducation pour jeunes filles	2	48	2	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
VD06	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	VD	Lausanne	Asile cantonal des aliénés au Bois-de-Cery près Lausanne	6			st	1	ik	3	1873	L'asile est ouvert aux aliénés vaudois et étrangers, moyennant un prix détérminé dans chaque cas particulier. (…) L'admission d'un malade est faite par la Direction de l'asile. Conditions: 1. Une demande d'admission, écrite et signée par l'un des plus proches parents du malade (père, mère, frère ou soeur), ou par l'autorité municipale de son domicile ou de sa bourgeoisie, ou par toute autre personne autorisée: tuteur, curateur, etc.: pour les étrangers au canton cette pièce doit être légalisée. 2. Une déclaration médicale détaillée, si possible sur le formulaire spécial qu'on peut se procurer à l'asile. 3. Son acte de naissance et son acte de marriage s'il est marié.	3	600	6	Kranke, Fürsorge für Geisteskranke
VD09	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	VD	Grandson	Maison d'éducation pour jeunes filles arriérées les Muriers	3				4	prot	1		rééducation des jeunes filles arriérées	2	52	3	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
VD11	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	VD	Etagnières	Asile d'Etagnières pour le relèvement des buveurs	4			pr	2	prot	1	1898	Etablissement privé, avec subside de l'Etat. (…) Tout pensionnaire est tenu de s'occuper selon ses forces et aptitudes aux travaux assignés par le directeur (agriculture, menuiserie, ferblanterie, serrurerie, tresage de nattes et corbeilles).	1	50	3	Kranke, Heilstätten für Alkoholkranke
VS05	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	VS	Monthey	Maison de Santé de Malévoz à Monthey	6			st	1	rk	2	1901	But: traitement des affections nerveuses et mentales. (…) Conditions d'admission: un certificat médical, constatant la nécessité de la mise en traitement, est nécessaire pour les malades mentaux, à moins que ces derniers ne viennent de leur plein gré. Un grand nombre des malades sont reçus sur simple demande téléphonique, mais à l'admission, la famille, ou l'autorité qui demande le placement doivent signer une demande écrite, ainsi qu'une déclaration garantissant le paiement des frais.	3	250	6	Kranke, Fürsorge für Geisteskranke
ZG01	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	ZG	Zug	Kantonale Strafanstalt Zug	5				1		3	1883	Strafvollzug für Arbeitshaus- und Gefängnisstrafen. Zuchthausstrafen werden in der Strafanstalt St. Gallen oder im Saxerriet verbüsst. Ausnahmsweise können Korrektionsgefangene durch Regierungsratsbeschluss aufgenommen werden.	3		7	Arbeitsfürsorge, Arbeitserziehungsanstalten (Korrektionsanstalten)
ZG04	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	ZG	Baar	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
ZG05	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	ZG	Cham	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
ZG06	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	ZG	Menzingen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
ZG07	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	ZG	Oberägeri	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
ZG08	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	ZG	Steinhausen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
ZG09	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	ZG	Unterägeri	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
ZG10	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	ZG	Zug	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
ZH01	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	ZH	Uitikon am Albis	Arbeitserziehungsanstalt Uitikon am Albis	1	3			1	ik	3		Erziehung jüngerer Verwahrloster und Verbrecher	1	56	3	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
ZH02	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	ZH	Kappel am Albis	Anstalt Kappel am Albis	1	7			1		3	1835	Zwei (getrennte) Abteilungen: a) die Pflegeabteilung mit dem Zwecke, hilfsbedürftige Personen zur Verpflegung und Besorgung anzunehmen, und b) die Bewahrungsabteilung mit dem Zwecke, arbeitsfähige, aber arbeitsscheue und liederliche Personen durch angemessene Arbeit und bessernde Zucht an ein tätiges Leben zu gewöhnen und moralisch zu heben.	3	150	5	Armenfürsorge, Armenanstalten
ZH03	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	ZH	Ellikon an der Thur	Heilstätte für alkoholkranke Männer Ellikon an der Thur	4			pr	2	prot	1	1888	Gegr. 1888 durch den Verein zur Heilung von Gewohnheitstrinkern. (…) Raum für 40 Pfleglinge, die mit Feld- und Gartenarbeit und Hausindustrie in Werkstätten beschäftigt werden. Die Heilstätte wird in positiv-protestantischem Sinne geleitet.	1	40	2	Kranke, Heilstätten für Alkoholkranke
ZH04	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	ZH	Regensdorf	Abteilung für Korrektionsgefangene der Strafanstalt Regensdorf	5				1		3	1925	Gemäss Gesetz über die Versorgung von Jugendlichen, Verwahrlosten und Gewohnheitstrinkern vom 24. Mai 1925 kann die kant. Strafanstalt in Regensdorf als Verwahrungsanstalt für mehrfach rückfällige oder gefährliche Verbrecher benützt werden. Zweck der Versorgung ist, die Gesellschaft vor gefährlichen Verbrecher und unverbesserlichen Personen zu schützen und die Insassen durch nützliche Arbeit zu zwingen, die Kosten des Lebensunterhaltes zu verdienen. Dauer der Versorgung: 2-5 Jahre.	3	120	4	Arbeitsfürsorge, Arbeitserziehungsanstalten (Korrektionsanstalten)
ZH05	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	ZH	Brüttisellen	C. Appenzellerstiftung, Erziehungsheim für Knaben	3				2	prot	1		Erziehung schwererziehbarer Knaben im Alter von 15-18 Jahren	1	30	2	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
ZH06	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	ZH	Tagelswangen	C. Appenzellersche Anstalt	3				2	prot	1		Erziehung schwererziehbarer Mädchen	2	48	2	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
ZH07	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	ZH	Aeugstertal am Albis	Schweizerische Heilstätte für alkoholkranke Männer auf dem Götschihof im Auegstertal am Albis	4			pr	2	prot	1	1920	In die Heilstätte können in erster Linie alkoholkranke Wehrmänner aller Heeresklassen aufgenommen werden. Ferner steht die Anstalt Alkoholkranken aller Kantone offen. Die Aufzunehmenden müssen, abgesehen von den Krankheitserscheinungen der Trinkgewohnheit, körperlich gesund sein. Die Anmeldungen erfolgen durch Behörden (Bund, Kantone, Gemeinden), Fürsorgestellen, Angehörige oder durch den Alkoholkranken selbst.	1	40	2	Kranke, Heilstätten für Alkoholkranke
ZH08	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	ZH	Ringwil	Kantonale Erziehungsanstalt Ringwil	3				1	ik	3		Erziehung schwererziehbarer Knaben 	1	28	2	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
ZH09	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	ZH	Rheinau	Heil- und Pflegeanstalt Rheinau	6			st	1	ik	3	1867	Zur Behandlung akuter Geistesstörungen und Pflege chronisch geisteskranker Kantonsbürger. Keine Privatpatienten 1. und 2. Klasse.	3	680	6	Kranke, Fürsorge für Geisteskranke
ZH10	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	ZH	Zürich	Kantonale Heilanstalt Burghölzli Zürich	6			st	1	ik	3	1870	"Eröffnet 1870, umgebaut und erweitert 1930-33. Sämtliche Aufnahmegesuche an die Direktion der Anstalt, welche darüber entscheidet. Für Aufnahme sind erforderlich: 1. Zeugnis über Heimatangehörigkeit; 2. schriftliche Zustimmung des Vertreters des Kranken (Armenpflege, Vormund oder nächste Angehörige); 3. ärztliche Krankengeschichte, welche die Geistesstörung konstatieren muss (der betreffende Arzt muss den Kranken selbst untersucht haben und zwar nicht länger als 14 Tage vor Anmeldung, lt. Beschluss der Aufsichtskommission); 4. Sicherstellung der Kosten, in der Regel bei Kantonsbürgern III. Klasse durch Garantie der Heimatgemeinde, in allen andern Fällen durch vierteljährliche Vorausbezahlung."	3	500	6	Kranke, Fürsorge für Geisteskranke
ZH11	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	ZH	Zürich	Dapples-Stiftung Zürich	3				2	prot	1		Erziehung von Psychopathen und Schwererziehbaren	1	38	2	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
ZH23	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	ZH	Albisbrunn	Landerziehungsheim Albisbrunn	3				2	ik	3		Erziehungsanstalt für Schwererziehbare (körperlich und seelisch Gehemmte, Berufsunentschiedene)	2	75	3	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
ZH24	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	ZH	Ottenbach	Frauenkolonie Ottenbach	1	3		pr	2	prot	1	1918	Gegr. 1918 durch den Verband deutschschweizerischer Frauenvereine zur Hebung der Sittlichkeit (jetzt Verband Frauenhilfe), eröffnet November 1918 im ehemaligen Doktorenhaus. Zweck: willensschwachen, Schutz und Leitung bedürftigen und sittlich gefährdeten Frauen, auch solchen, die trotz mehrjähriger vorausgegangener Anstaltserziehung sich nicht halten können, ein schützendes Heim mit zweckdienlicher Arbeitsgelegenheit zu bieten. Durch die Versorgung aus gefahrbringender Umgebung in das Heim soll den Versorgten bei einfacher, gesunder Lebensweise, regelmässiger Arbeit und vor allem durch christliche Leitung und Beeinflussung die Möglichkeit geboten werden, ein rechtschaffenes und nutzbringendes Leben zu führen.	2	20	2	Arbeitsfürsorge, Arbeitserziehungsanstalten (Korrektionsanstalten)
ZH24	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	ZH	Ottenbach	Frauenkolonie Ottenbach	3				2	prot	1		Willensschwachen und Gefährdeten Schutz und Leitung zu geben.	2	23	2	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
ZH25	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	ZH	Bauma	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
