ID	Kanton (Canton)	Ort (city)	Anstalt (institution)	aufgeführte, alternative Bezeichnungen (alternative notations)	"Anstaltszweck (Quelle)
(purpos of the institution according to the source)"	"Anstaltstypen: Arbeitsanstalt = 1; Arbeiterkolonie = 2; Erziehungsanstalt = 3; Trinkerheilanstalt = 4; Strafanstalt = 5; Psychiatrische Einrichtung = 6; Armenhaus = 7; Sonderanstalt = 8"	"Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8"	"Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8"	"Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8"	Offenheit Code	DummyOffen	DummyHalboffen	DummyGeschlossen	Spezifikation Typologie (Quelle) (categories according to source)	Trägerschaft (agencies, funding bodies)	Spezifikation Inhaber (Quelle) (specifications of the agencies according to source)	Platzzahl (Quelle) (capacities according to source)	Platz (capacities)	Plätze Männer (Quelle) (capacities for the male gender according to source)	Plätze Frauen (Quelle) (capacities for the female gender according to the source)	"Geschlecht (gender ratio): m (male) = 1; w (female) = 2; gemischt (both gender) = 3; unbestimmt (not specified) = 4"	Bemerkungen Plätze (Quelle)	DummyMänner	DummyFrauen	Aufenthaltsbedingungen (Quelle) (terms of detention e.g. duration of stay/juridic coverage according to source)	Einweisende Behörden: 1 = Gerichte, 2 = Untersuchungsrichter, 3 = Staatsanwaltschaft, 4 = Jugendanwaltschaft, 5 = Regierungsrat, 6 = Administrativbehörde, 7 = Justizbehörde/Strafvollzugsbehörde, 8 = Polizeibehörde/Verhöramt, 9 = Armenbehörde/Fürsorgebehörde, 10 = Vormundschaftsbehörde, 11 = Bezirksämter/Statthalteramt, 12 = Amtsvormundschaft, 13 = Jugendämter, 14 = Private/Vereine/Kirchen- und Schulbehörden	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Konfession (Quelle) (denomination according to source)	"Konfession (denomination): prot. (Protestants) = 1; kath. (Catholics) = 2; ik. (interdenominational) = 3; unbestimmt (not specified) = 4"	Seelsorge (Quelle) (pastoral care according to source)	Gottesdienste (church services according to source)
SG03	SG	Altstätten	Fürsorge- und Erziehungsheim Vom Guten Hirten	Erziehungsheim Vom Guten Hirten	"Nacherziehung weiblicher Jugendlicher;
Vom Kanton benutzte Anstalt für die Internierung von weiblichen Jugendlichen nach StGB."	3				#REF!	0	0	1	Private, geschlossene Anstalt	2	Inhaber: Verein Vom Guten Hirten, Altstätten SG	86	3		86	2	nur weibliche Jugendliche. davon 50 für administrative Einweisungen, 10 für gerichtliche Einweisungen	0	1	"Minimal 1 Jahr, maximal 3 Jahre;
Aufnahmealter minimal 14 Jahre, maximal 25 Jahre;
Internierte nach StGB werden von den anderen Insassinnen nicht getrennt gehalten."	1	4	7				Jugendanwaltschaften	Gerichte	Strafvollzugsbehörden											Katholisch	2	Katholischer Anstaltsgeistlicher im Hauptamt	"Im Hause, Besuch werktags freiwillig, an Sonntagen obligatorisch;
jeden Tag"
SG04	SG	Oberbüren	Knabenerziehungsheim Thurhof	Erziehungsheim Thurhof	"Erziehungsanstalt für Knaben und männliche Jugendliche;
Gelegentlich benutzte Anstalt für die Internierung männlicher Jugendlicher nach StGB."	3				#REF!	1	1	1	"Private Anstalt;
geschlossen/halboffen/offen je nach Stand der Erziehung"	2	Inhaber: Provinzialat der Pallottiner, Gossau SG	45	2	45		1	Knaben und männliche Jugendliche	1	0	"Mindestens 1 Jahr;
Internierte nach StGB werden von den anderen Insassen nicht getrennt gehalten."	4	10					Vormundschaftsbehörden	Jugendanwaltschaften												Katholisch	2	Patres des Pallottinerordens	"Im Hause, Besuch obligatorisch;
3 mal wöchentlich und jeden Sonntag"
SG05	SG	Oberuzwil	St. Gallisches Erziehungsheim Platanenhof		"Erziehung und Nacherziehung von Jugendlichen;
Vom Kanton benutzte Anstalt für die Versorgung von Jugendlichen nach StGB."	3				#REF!	1	1	0	Halbstaatliche, halboffene/offene Anstalt	3		60	3			3	beide Geschlechter	1	1	"Minimal 1 Jahr;
Aufnahmealter minimal 13 Jahre, maximal 18 Jahre"	1	9					Gerichtsbehörden	Fürsorgebehörden												Interkonfessionell	3	Katholischer und reformierter Ortspfarrer im Nebenamt	"Jeden Sonntag obligatorischer Besuch der Ortskirchen für beide Konfessionen;
ausserdem monatlich Zusammenkünfte"
SG06	SG	Salez	Kolonie Saxerriet		"Gefängnis;
Zuchthaus;
Verwahrung;
Arbeitserziehung;
Zwangsarbeit;
Nicht getrennte Abteilungen"	5				#REF!	1	0	0	Staatliche, offene Anstalt unter der Direktion der Strafanstalt St. Gallen	1		130	4	130		1		1	0	Nach Verfügung	1	7					Gerichte	Strafvollzugsbehörden												Interkonfessionell	3	"Katholischer Anstaltspfarrer aus der Strafanstalt St. Gallen im Hauptamt;
reformierter Pfarrer von Sax im Nebenamt"	"Im Hause, Besuch freiwillig;
Katholiken: jeden Sonntag;
Reformierte: jeden Sonntag"
SG07	SG	St. Gallen	Kantonale Strafanstalt St. Gallen		"Gefängnis;
Zuchthaus;
Verwahrung;
administrative Versorgung"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		130	4			4	Männer und Frauen	1	1	Minimal 1 Monat bis lebenslänglich	1	7	10				Gerichte	Strafvollzugsbehörden	Vormundschaftsbehörden											Interkonfessionell	3	"Katholischer Anstaltspfarrer im Hauptamt;
reformierter Anstaltspfarrer im Nebenamt"	"Im Hause, Besuch freiwillig;
Katholiken: jeden Sonntag;
Reformierte: jeden Sonntag"
SG09	SG	St. Gallen	Mädchenheim Wienerberg	Mädchenerziehungsheim Wienerberg	"Nacherziehung evangelischer Töchter nach Art. 88–99 StGB;
Geschlossenes Heim: für alle Neueintritte Möglichkeit eine Haushalt-, Glätterinnen- oder Damenschneiderinnenlehre zu absolvieren;
Halboffenes Heim: Uebertritt je nach Verhalten im geschlossenen Heim. Möglichkeit zur Arbeit in der Stadt."	3				#REF!	0	1	1	Private, geschlossene/halboffene Anstalt	2		40	2		40	2	Mädchen und weibliche Jugendliche	0	1	"Minimal 2 Jahre, maximal 4 Jahre;
Aufnahmealter minimal 14 Jahre, maximal 20 Jahre"	4	9					Jugendanwaltschaften	Fürsorgeämter												Reformiert	1	Reformierter Pfarrer aus der Stadt im Nebenamt	"Im Hause, Besuch obligatorisch;
monatlich mindestens 1 mal"
SG10	SG	St. Gallen	Mädchenheim Waldburg	Erziehungsheim Waldburg	"Erziehung von katholischen weiblichen Jugendichen;
Vom Kanton benutzte Anstalt für Internierung im Sinne des Massnahmenvollzugs."	3				#REF!	1	0	0	Private, offene Anstalt	2	Inhaber: Kommission Mädchenheim Waldburg, St. Gallen	25	2			2	nur weibliche Jugendliche	0	1	"Minimal 1 Jahr, maximal 3 Jahre;
Internierte nach StGB werden von den anderen Insassen nicht getrennt gehalten."	4	6	10				Jugendanwaltschaften	Vormundschaftsbehörden	Administrativbehörden											"Katholisch;
Leitung durch Katharinaheim Basel"	2	Katholischer Ortspfarrer im Nebenamt	"Im Hause, Besuch obligatorisch;
jeden Tag und Sonntags"
SG14	SG	Wil	Kantonale Heil- und Pflegeanstalt Wil		"Heil- und Pflegeanstalt,
Von verschiedenen Kantonen benutzte Anstalt für die Internierung von Unzurechnungsfähigen nach StGB und zur psychiatrischen Begutachtung von Straffälligen."	6				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		1100	6			3	"Männer und Frauen;
Frauen und Männer je ca. 50%;
Katholiken: ca. 55–60%;
Reformierte: ca. 40–45%;
Platzzahl für Internierungen nach StGB nach Bedarf;
Internierte nach StGB von den anderen Patienten nicht getrennt gehalten"	1	1	Nach ärztlicher, resp. Behördlicher Vorschrift	6	7	7	10			Administrativbehörden	Strafvollzugsbehörden	Waisenämter	Fürsorgestellen										Interkonfessionell	3	"Katholischer Anstaltspfarrer im Hauptamt;
reformierter Ortspfarrer im Nebenamt"	"Im Hause, Besuch freiwillig;
Katholiken: täglich;
Reformierte: jeden Sonntag und ausserdem wöchentliche Bibelstunde"
SG15	SG	Pfäfers	Heil- und Pflegeanstalt St. Pirminsberg		"Heil- und Pflegeanstalt,
Von verschiedenen Kantonen benutzte Anstalt für die Internierung von Unzurechnungsfähigen nach Art. 14/15 StGB."	6				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		340	6	160	180	3	"Platzzahl für Internierungen nach StGB: Männer ca. 20, Frauen ca. 10;
von den andern Patienten nicht getrennt gehalten"	1	1		7	8	10				Vormundschaftsbehörden	Strafvollzugsbehörden	Polizeidepartement											Interkonfessionell	3	"Katholischer Anstaltspfarrer im Hauptamt;
reformierter Pfarrer aus Ragaz im Nebenamt"	"Im Hause, Besuch freiwillig;
Katholiken: täglich in der angebauten Klosterkirche;
Reformierte: jeden Sonntag und ausserdem gelegentlich Bibelstunden;
für beide Konfessionen Möglichkeit zum Besuch der Ortsgottesdienste"
SG17	SG	Altstätten	Bezirksgefängnis Oberrheintal		"a) Untersuchungsgefängnis für korrektionelle Verfahren;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		8	1			3	Männer und Frauen	1	1	"a) ohne Limite;
b) maximal 1 Monat"	8	11					Polizei	Bezirksamt	Bezirksamt als Strafvollzugsbehörde											Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SG18	SG	Bazenheid	Bezirksgefängnis Alttoggenburg		"a) Untersuchungsgefängnis für korrektionelle Verfahren;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		2	1			3	Männer und Frauen	1	1	"a) ohne Limite;
b) maximal 1 Monat"	8	11					Polizei	Bezirksamt	Bezirksamt als Strafvollzugsbehörde											Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SG19	SG	Benken	Bezirksgefängnis Gaster		"a) Untersuchungsgefängnis für korrektionelle Verfahren;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		4	1			3	Männer und Frauen	1	1	"a) ohne Limite;
b) maximal 1 Monat"	8	11					Polizei	Bezirksamt	Bezirksamt als Strafvollzugsbehörde											Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SG20	SG	Buchs	Bezirksgefängnis Werdenberg		"a) Untersuchungsgefängnis für korrektionelle Verfahren;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		12	1			3	Männer und Frauen	1	1	"a) ohne Limite;
b) maximal 1 Monat"	8	11					Polizei	Bezirksamt	Bezirksamt als Strafvollzugsbehörde											Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SG21	SG	Flawil	Bezirksgefängnis Untertoggenburg		"a) Untersuchungsgefängnis für korrektionelle Verfahren;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		11	1			3	Männer und Frauen	1	1	"a) ohne Limite;
b) maximal 1 Monat"	8	11					Polizei	Bezirksamt	Bezirksamt als Strafvollzugsbehörde											Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SG22	SG	Flums	Bezirksgefängnis Sargans		"a) Untersuchungsgefängnis für korrekt Verfahren;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		8	1			3	Männer und Frauen	1	1	"a) ohne Limite;
b) maximal 1 Monat"	8	11					Polizei	Bezirksamt	Bezirksamt als Strafvollzugsbehörde											Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SG23	SG	Gossau	Bezirksgefängnis Gossau		"a) Untersuchungsgefängnis für korrektionelle Verfahren;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		5	1			3	Männer und Frauen	1	1	"a) ohne Limite;
b) maximal 1 Monat"	8	11					Polizei	Bezirksamt	Bezirksamt als Strafvollzugsbehörde											Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SG24	SG	Lichtensteig	Bezirksgefängnis Neutoggenburg		"a) Untersuchungsgefängnis für korrektionelle Verfahren;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		6	1			3	Männer und Frauen	1	1	"a) ohne Limite;
b) maximal 1 Monat"	8	11					Polizei	Bezirksamt	Bezirksamt als Strafvollzugsbehörde											Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SG25	SG	Nesslau	Bezirksgefängnis Obertoggenburg		"a) Untersuchungsgefängnis für korrektionelle Verfahren;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		4	1			3	Männer und Frauen	1	1	"a) ohne Limite;
b) maximal 1 Monat"	8	11					Polizei	Bezirksamt	Bezirksamt als Strafvollzugsbehörde											Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SG26	SG	Rheineck	Bezirksgefängnis Unterrheintal		"a) Untersuchungsgefängnis für korrektionelle Verfahren;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		8	1			3	Männer und Frauen	1	1	"a) ohne Limite;
b) maximal 1 Monat"	8	11					Polizei	Bezirksamt	Bezirksamt als Strafvollzugsbehörde											Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SG27	SG	Rorschach	Bezirksgefängnis Rorschach		"a) Untersuchungsgefängnis für korrektionelle Verfahren;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		13	1			3	Männer und Frauen	1	1	"a) ohne Limite;
b) maximal 1 Monat"	8	11					Polizei	Bezirksamt	Bezirksamt als Strafvollzugsbehörde											Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SG28	SG	St. Gallen	Bezirksgefängnis St. Gallen		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		25	2			3	Männer und Frauen	1	1	"a) nach Verfügung;
b) maximal 1 Monat"	2						Untersuchungsrichteramt													Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SG29	SG	Uznach	Bezirksgefängnis See		"a) Untersuchungsgefängnis für korrektionelle Verfahren;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		6	1			3	Männer und Frauen	1	1	"a) ohne Limite;
b) maximal 1 Monat"	8	11					Polizei	Bezirksamt	Bezirksamt als Strafvollzugsbehörde											Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SG31	SG	Wil	Bezirksgefängnis Wil		"a) Untersuchungsgefängnis für korrektionelle Verfahren;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		7	1			3	Männer und Frauen	1	1	"a) ohne Limite;
b) maximal 1 Monat"	8	11					Polizei	Bezirksamt	Bezirksamt als Strafvollzugsbehörde											Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SG32	SG	St. Gallen	Kriminalgefängnis St. Gallen		"a) Untersuchungsgefängnis für Kriminalstrafsachen und Strafsachen, die an das Kantonsgericht geleitet werden;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		19	1			3	Männer und Frauen	1	1	Nach Verfügung	3	6	8				Staatsanwaltschaft	Polizeikommando	Zolldirektion											Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SH01	SH	Schaffhausen	Kantonales Gefängnis Schaffhausen		"a) Untersuchungsgefängnis;
b) Vollzug von Gefängnisstrafen bis zu 3 Monaten"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		50	3			3	Männer und Frauen	1	1	"a) nach Verfügung und Weisung des Staatsanwaltes;
b) maximal 3 Monate, ausnahmsweise auch länger"	1	3	7	8			Staatsanwaltschaft	Polizeirichteramt	Gerichte	Strafvollzugsbehörde										Interkonfessionell	3	"Reformierter Anstaltspfarrer im Nebenamt;
katholischer Ortspfarrer auf Wunsch"	"Im Hause, Besuch freiwillig;
Reformierte: jeden Feiertag, sonst keine;
Katholiken: keine"
SO01	SO	Deitingen	Zwangsarbeitsanstalt Schachen		"Männer: Arbeitserziehung, gerichtliche Verwahrung, administrative Versorgungen;
Frauen: Gefängnis, Zuchthaus, gerichtliche Verwahrung, administrative Versorgung;
Getrennte Abteilungen: 
Verwahrung: In Filiale Malsenhof bei Welschenrohr;
Arbeitserziehung, Versorgung: im Schachen;
Weibliche Jugendliche: Internierung hauptsächlich in der Zwangsarbeitsanstalt Schachen, Abteilung für Frauen, Deitingen;
Frauen: Abteilung für Frauen im Schachen"	1	5			#REF!	0	1	0	Staatliche, halboffene Anstalt	1		95	3			3	"Schachen: 70 (Männer und Frauen);
Malsenhof: 25"	1	1	Minimal 6 Monate	6	8					Departement des Innern	Polizeidepartement als Strafvollzugsbehörde												Interkonfessionell	3	"Katholischer Ortspfarrer;
reformierter Ortspfarrer;
Pfarrer der christ-katholischen Gemeinde Solothurn;
Heilsarmee, alle im Nebenamt"	"Im Hause;
Besuch freiwillig;
Katholiken: alle 2 Wochen;
Reformierte: 1 mal im Monat;
Christ-Kath.: keine, evt. Gottesdienst in Solothurn"
SO02	SO	Solothurn	Strafanstalt Oberschöngrün		"Gefängnis;
Zuchthaus;
gerichtliche Verwahrung für nicht fluchtgefährliche Gefangene;
keine getrennten Abteilungen für die verschiedenen Kategorien"	5				#REF!	1	0	0	Staatliche, offene Anstalt	1		70	3	70		1		1	0	Ab 3 Tage Gefängnis	8						Polizeidepartement Solothurn als Strafvollzugsbehörde													Interkonfessionell	3	"Katholischer Anstaltspfarrer;
reformierter Anstaltspfarrer und christ-kath. Ortspfarrer;
Heilsarmee, alle im Nebenamt"	"Im Hause, Besuch freiwillig;
Katholiken: jeden Sonntag;
Reformierte: jeden 2. Sonntag;
Christ-Kath.: keine"
SO03	SO	Solothurn	St. Theresiahaus Solothurn		"Heim für berufliche Ausbildung für katholische schulentlassene Töchter;
Vom Kanton benutzte Anstalt für Massnahmenvollzug im Sinne von Art. 84, 90 und 91 StGB;
In Verbindung mit Waldhöfli, Heim zur Ausbildung von bäuerlichen Hausgehilfinnen, in Rüttenen SO"	3				#REF!	0	1	0	Private, halboffene Anstalt	2		28	2			2	nur katholische, weibliche Jugendliche	0	1	"2 1/2 bis 2 1/2 Jahre und nur für katholische Töchter;
Aufnahmealter minimal 15 Jahre, maximal 20 Jahre"	13	14					Jugendämter	S.L.W.S.												Katholisch	2	Kapuziner aus Kapuzinerkloster Solothurn im Nebenamt	"Im Hause, Besuch obligatorisch;
täglich;
ausserdem Sonntags Gottesdienstbesuch in Solothurn."
SO04	SO	Balsthal	Bezirksgefängnis Balsthal		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 8 Tagen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		12	1			3	Männer und Frauen	1	1	"a) ohne Limite;
b) maximal 8 Tage"	2	6	11				Untersuchungsrichteramt	Bezirksamt	Administrativbehörden											Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SO05	SO	Breitenbach	Bezirksgefängnis Breitenbach		"a) Untersuchungsgefängnis;
b) Anstalt für Verbüssung von Militärarresten;
c) Vollzug von Haft- und Gefängnisstrafen bis zu 8 Tagen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		9	1			3	Männer und Frauen	1	1	"a) ohne Limite;
b) nach Verfügung;
c) Oberamt, Bezirksgericht"	1	2	6	8	11		Untersuchungsrichter	Kreiskommando	Militärdepartement des Kantons Solothurn	Oberamt	Bezirksgericht									Interkonfessionell	3	Keine	
SO06	SO	Dornach	Bezirksgefängnis Dornach		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 8 Tagen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		12	1			3	Männer und Frauen	1	1	"a) ohne Limite, nach Weisung des Untersuchungsrichters;
b) maximal 8 Tage"	1	2	1				Untersuchungsrichter	Bezirksgericht	Bezirksamt als Strafvollzugsbehörde											Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SO07	SO	Olten	Bezirksgefängnis Olten		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 8 Tagen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		14	1			3	Männer und Frauen	1	1	"a) ohne Limite;
b) maximal 8 Tage"	1	2	11				Untersuchungsrichter	Bezirksgericht	Bezirksamt als Strafvollzugsbehörde											Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SO08	SO	Solothurn	Untersuchungsgefängnis Solothurn		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		30	2			3	Männer und Frauen	1	1	"a) nach Verfügung des Untersuchungsrichters oder Staatsanwaltes;
b) maximal 1 Monat"	1	2	4	6	8	11	Untersuchungsrichteramt	Jugendanwaltschaft	Oberamtmann	Kantonsgericht	Bezirksgericht	Polizeidepartement	Departement des Innern							Interkonfessionell	3	Auf Wunsch katholischer Ortspfarrer, Kapuziner vom Kapuzinerkloster Solothurn und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SZ01	SZ	Schwyz	Kantonale Zwangsarbeitsanstalt Kaltbach		"Gefängnis;
administrative Versorgung;
Arbeitserziehung;
Zwangsarbeit"	1	5			#REF!	0	1	0	Staatliche, halboffene Anstalt	1		60	3	45	15	3		1	1	"Gefängnis minimum 2 Monate, max. 6 Monate;
Versorgung minimal 2 Jahre"	6	7					Justizdepartement  Aargau	Justizdepartement  Luzern	Justizdepartement  Nidwalden	Justizdepartement  Obwalden	Justizdepartement  Schwyz	Justizdepartement Uri	Gemeindebehörden von Aargau	Gemeindebehörden von Glarus	Gemeindebehörden von Luzern	Gemeindebehörden von Nidwalden	Gemeindebehörden von Obwalden	Gemeindebehörden von Uri	Gemeindebehörden von Schwyz	Interkonfessionell	3	Kapuzinerkloster in Schwyz und reformierter Pfarrer von Brunnen, beide im Nebenamt	"Katholiken: jeden Sonntag, im Hause, Besuch freiwillig;
Reformierte: 1 mal im Monat"
SZ02	SZ	Schwyz	Gefängnis im Rathaus des Kantons Schwyz		Untersuchungsgefängnis	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		17	1			3	Männer und Frauen	1	1	Nach Verfügung des Untersuchungsrichters	1	2	11				Bezirksammann als Einzelrichter	Bezirksgericht	Untersuchungsrichter											Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SZ03	SZ	Einsiedeln	Bezirksgefängnis Einsiedeln		"a) Untersuchungsgefängnis;
b) Vollzug kurzer Haft- und Gefängnisstrafen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		4	1			3		1	1	"a) nach Verfügung. In der Regel Ueberführung der Untersuchungsgefangene nach Schwyz;
b) maximal 10 Tage"	11						Bezirksamt													Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SZ04	SZ	Freienbach	Bezirksgefängnis Höfe		"a) Untersuchungsgefängnis;
b) Vollzug von kurzen Haft- und Gefängnisstrafen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1			7			3	einige wenige Zellen	1	1	"a) nach Verfügung;
b) maximal 1 Monat"	8	11					Untersuchungsbeamter	Bezirksamt												Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SZ05	SZ	Gersau	Bezirksgefängnis Gersau		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		2	1			3		1	1	"a) nach Verfügung;
b) maximal 1 Monat"	1	8	11				Untersuchungsbeamter	Bezirksgericht	Bezirksammann als Einzelrichter											Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
